pl_name,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff
HAT-P-32 b,Transit,2011,2.1500082,22.19382,216.1244,1835.7,6001.0
HAT-P-33 b,Transit,2011,3.47447,20.73665,292.4036,1782.0,6446.0
HAT-P-34 b,Transit,2011,5.452654,13.417173,1058.3739,1520.0,6442.0
HAT-P-35 b,Transit,2011,3.646706,14.930388,335.62848,1581.0,6096.0
HAT-P-36 b,Transit,2011,1.32734683,14.313893,587.413406,1780.97,5620.0
HAT-P-37 b,Transit,2011,2.797436,13.204,371.528,1271.0,5500.0
HAT-P-38 b,Transit,2012,4.640382,9.247,84.857,1082.0,5330.0
HAT-P-39 b,Transit,2012,3.54387,17.609,190.372,1752.0,6430.0
HAT-P-4 b,Transit,2007,3.056536,14.28,213.255,1686.0,5860.0
HAT-P-40 b,Transit,2012,4.45724,17.03768,152.5584,1770.0,6080.0
HAT-P-41 b,Transit,2012,2.69405,22.97845,378.2177,1941.0,6390.0
HAT-P-42 b,Transit,2012,4.641878,14.348,331.801,1428.0,5743.0
HAT-P-43 b,Transit,2012,3.3326414,13.63,210.395,1353.0,5693.0
HAT-P-44 b,Transit,2014,4.301219,13.922,111.871,1108.0,5295.0
HAT-P-44 c,Radial Velocity,2014,872.2,13.0,1271.3,,5295.0
HAT-P-45 b,Transit,2014,3.128992,15.984,283.492,1652.0,6330.0
HAT-P-46 b,Transit,2014,4.463129,14.392,156.684,1458.0,6120.0
HAT-P-49 b,Transit,2014,2.69155,17.82231,699.226,2131.0,6820.0
HAT-P-5 b,Transit,2007,2.78849,13.56289,311.4734,1539.0,5960.0
HAT-P-50 b,Transit,2015,3.1220109,14.437192,429.0705,1862.0,6280.0
HAT-P-51 b,Transit,2015,4.21802091,13.50682174,97.57332095,1168.2,5453.0
HAT-P-52 b,Transit,2015,2.7535953,11.309881,259.98494,1218.0,5131.0
HAT-P-53 b,Transit,2015,1.9616241,14.773462,471.65972,1778.0,5956.0
HAT-P-54 b,Transit,2015,3.799847,10.581296,241.5508,818.0,4390.0
HAT-P-55 b,Transit,2015,3.5852313,14.84069045,189.42573057,1367.0,5804.0
HAT-P-56 b,Transit,2015,2.79083,16.92559,734.1873,1840.0,6566.0
HAT-P-57 b,Transit,2015,2.4653,19.50366,448.1403,2200.0,6330.0
HAT-P-58 b,Transit,2021,4.0138379,14.93036229,118.2321674,1622.0,6078.0
HAT-P-59 b,Transit,2021,4.1419771,12.58768533,489.45574678,1277.8,5678.0
HAT-P-6 b,Transit,2007,3.85298,16.58932,419.5356,1675.0,6570.0
HAT-P-60 b,Transit,2021,4.7947813,18.28184752,182.43350562,1772.0,6212.0
HAT-P-61 b,Transit,2021,1.90231289,10.07687365,335.9446262,1505.0,5587.0
HAT-P-62 b,Transit,2021,2.6453235,12.02723629,241.86741773,1512.0,5629.0
HAT-P-63 b,Transit,2021,3.377728,12.5428494,195.1466419,1237.0,5400.0
HAT-P-64 b,Transit,2021,4.007232,19.08889413,184.34047606,1766.0,6457.0
HAT-P-65 b,Transit,2016,2.60544751,18.05766791,176.07693748,1818.0,5872.0
HAT-P-66 b,Transit,2016,2.972086,17.82231,248.86089,1896.0,6002.0
HAT-P-67 b,Transit,2017,4.8101025,23.370765,108.0622,1903.0,6406.0
HAT-P-68 b,Transit,2020,2.29840551,12.016048,230.10892,1027.8,4508.0
HAT-P-69 b,Transit,2019,4.7869491,18.786284,1137.8314,1930.0,7394.0
HAT-P-7 b,Transit,2008,2.20474,16.92559,584.8072,2733.0,6389.0
HAT-P-70 b,Transit,2019,2.74432452,20.96083,2154.8874,2562.0,8450.0
HAT-P-8 b,Transit,2008,3.07634,15.6926,406.8224,1700.0,6200.0
HAT-P-9 b,Transit,2008,3.92281072,15.614137,238.05467,1540.0,6350.0
HATS-1 b,Transit,2012,3.446459,14.594,589.55,1359.0,5870.0
HATS-10 b,Transit,2015,3.312846,10.861521,167.17858,1407.0,5880.0
HATS-11 b,Transit,2016,3.619188,18.03,263.7989,1596.0,6563.0
HATS-12 b,Transit,2016,3.142702,7.76,759.6137,1446.0,6357.0
HATS-13 b,Transit,2015,3.0440499,13.585308,172.58169,1244.0,5523.0
HATS-14 b,Transit,2015,2.7667641,11.646151,340.39593,1276.0,5346.0
HATS-15 b,Transit,2016,1.74748753,12.385945,689.6911,1505.0,5311.0
HATS-16 b,Transit,2016,2.686502,14.5717,1039.3041,1592.0,5738.0
HATS-17 b,Transit,2016,16.254611,8.709393,425.25654,814.0,5846.0
HATS-18 b,Transit,2016,0.83784,14.896761,629.144485,2069.48,5600.0
HATS-2 b,Transit,2013,1.35413379,12.57647635,435.42491759,1550.0,5227.0
HATS-22 b,Transit,2017,4.7228124,10.682177,870.8542,858.0,4803.0
HATS-23 b,Transit,2017,2.1605156,20.84874,467.2101,1654.0,5780.0
HATS-24 b,Transit,2017,1.3484978,15.636555,718.2958,2166.0,6125.0
HATS-25 b,Transit,2016,4.2986432,14.12334,194.82979,1277.0,5715.0
HATS-26 b,Transit,2016,3.3023881,19.61575,206.5895,1918.0,6071.0
HATS-27 b,Transit,2016,4.637038,16.8135,168.4499,1659.0,6438.0
HATS-28 b,Transit,2016,3.1810781,13.383546,213.58176,1253.0,5498.0
HATS-29 b,Transit,2016,4.6058749,14.022459,207.54299,1212.0,5670.0
HATS-3 b,Transit,2013,3.547851,15.48,340.382,1648.0,6351.0
HATS-30 b,Transit,2016,3.1743516,13.170575,224.38798,1414.0,5943.0
HATS-31 b,Transit,2016,3.37796,18.38276,279.6904,1823.0,6050.0
HATS-32 b,Transit,2016,2.8126548,14.000041,292.4036,1437.0,5700.0
HATS-33 b,Transit,2016,2.5495551,13.78707,378.85336,1429.0,5659.0
HATS-34 b,Transit,2016,2.1061607,16.02887,299.07803,1445.0,5380.0
HATS-35 b,Transit,2016,1.8209993,16.409976,388.38826,2037.0,6300.0
HATS-36 b,Transit,2018,4.175186,12.92,1022.14128,1203.0,5950.0
HATS-37 A b,Transit,2020,4.3315366,6.792654,31.46517,1085.0,5326.0
HATS-38 b,Transit,2020,4.375021,6.882326,23.51942,1294.0,5732.0
HATS-39 b,Transit,2018,4.5776348,17.59813,200.2329,1645.0,6572.0
HATS-4 b,Transit,2014,2.516729,11.433,420.471,1315.0,5403.0
HATS-40 b,Transit,2018,3.2642736,17.71022,505.3497,2101.0,6460.0
HATS-41 b,Transit,2018,4.193649,14.90797,3082.951,1710.0,6424.0
HATS-42 b,Transit,2018,2.292102,15.6926,597.5204,1856.0,6060.0
HATS-43 b,Transit,2018,4.3888497,13.22662,82.95363,1003.0,5099.0
HATS-44 b,Transit,2018,2.7439004,11.960003,177.9848,1161.0,5080.0
HATS-45 b,Transit,2018,4.1876244,14.414774,222.481,1518.0,6450.0
HATS-46 b,Transit,2018,4.7423729,10.121727,54.98459,1054.0,5495.0
HATS-47 b,Transit,2020,3.9228038,12.520453,117.27927,852.9,4512.0
HATS-48 A b,Transit,2020,3.1316666,8.9672,77.23269,954.6,4546.0
HATS-49 b,Transit,2020,4.1480467,8.574885,112.19399,834.8,4405.0
HATS-5 b,Transit,2014,4.763387,10.223,75.323,1025.0,5304.0
HATS-50 b,Transit,2017,3.8297015,12.66617,123.9537,1275.39,5990.0
HATS-51 b,Transit,2017,3.3488702,15.80469,244.09344,1553.0,5758.0
HATS-52 b,Transit,2017,1.36665436,15.490838,711.9392,1834.0,6010.0
HATS-53 b,Transit,2017,3.8537768,15.02006,189.10885,1312.0,5644.0
HATS-54 b,Transit,2019,2.5441765,11.37711541,239.32479047,1429.0,5621.0
HATS-55 b,Transit,2019,4.2042001,14.022459,292.72143,1367.0,6214.0
HATS-56 b,Transit,2019,4.324799,18.920792,191.33366,1902.0,6536.0
HATS-57 b,Transit,2019,2.350621,12.767051,1000.21101,1413.4,5587.0
HATS-58 A b,Transit,2019,4.2180896,12.273855,327.3649,1721.0,7175.0
HATS-59 b,Transit,2018,5.416081,12.621334,256.17098,1128.0,5670.0
HATS-59 c,Radial Velocity,2018,1422.0,12.3,4036.441,175.9,5670.0
HATS-6 b,Transit,2015,3.3252725,11.186582,101.38777,712.8,3724.0
HATS-60 b,Transit,2018,3.560829,12.923977,210.40346,1528.0,5688.0
HATS-61 b,Transit,2018,7.817953,13.394755,1080.622,1226.1,5542.0
HATS-62 b,Transit,2018,3.2768837,11.825495,56.89157,1237.0,5416.0
HATS-63 b,Transit,2018,3.0566527,13.529263,305.1168,1398.3,5627.0
HATS-64 b,Transit,2018,4.908897,18.819911,305.1168,1793.0,6554.0
HATS-65 b,Transit,2018,3.105161,16.824709,260.93843,1634.0,6277.0
HATS-66 b,Transit,2018,3.1414391,15.815899,1694.0339,1998.0,6626.0
HATS-67 b,Transit,2018,1.6091788,18.887165,460.8535,2193.0,6594.0
HATS-68 b,Transit,2018,3.5862202,13.809488,410.0007,1741.0,6147.0
HATS-69 b,Transit,2018,2.2252577,10.592505,183.38791,1295.7,5137.0
HATS-7 b,Transit,2015,3.185315,6.310667,38.1396,1084.0,4985.0
HATS-70 b,Transit,2019,1.8882378,15.513256,4100.007,2730.0,7930.0
HATS-71 b,Transit,2020,3.7955202,11.478016,117.5971,586.8,3405.0
HATS-72 b,Transit,2020,7.3279474,8.0973816,39.855882,739.3,4656.1
HATS-74 A b,Transit,2021,1.73185606,11.56766808,464.02947422,895.1,3776.9
HATS-75 b,Transit,2021,2.7886556,9.90873894,156.05374784,772.3,3790.4
HATS-76 b,Transit,2021,1.9416423,12.09449018,835.570882,939.8,4016.0
HATS-77 b,Transit,2021,3.0876262,13.05846252,436.69623122,828.3,4071.0
HATS-8 b,Transit,2015,3.583893,9.785457,43.86054,1324.0,5679.0
HATS-9 b,Transit,2015,1.915291,13.85,266.02371,1746.0,5599.0
HD 100655 b,Radial Velocity,2011,157.57001,13.5,511.7063,,4891.0
HD 100777 b,Radial Velocity,2007,383.0,13.7,390.92894061,,5533.0
HD 101581 b,Transit,2025,4.46569,0.956,0.827,834.0,4675.0
HD 101581 c,Transit,2025,6.20401,0.99,0.937,747.0,4675.0
HD 10180 e,Radial Velocity,2010,49.748,5.39,25.1,,5911.0
HD 10180 f,Radial Velocity,2010,122.744,5.24,23.9,,5911.0
HD 10180 h,Radial Velocity,2010,2205.0,9.4,64.4,,5911.0
HD 101930 b,Radial Velocity,2005,70.46,10.6,79.4575,,5108.0
HD 102117 b,Radial Velocity,2005,20.8133,8.47,54.0311,,5655.0
HD 102195 b,Radial Velocity,2006,4.11377,14.2,130.3103,,5301.0
HD 102272 b,Radial Velocity,2008,127.58,12.9,1570.0802,,4790.0
HD 102329 b,Radial Velocity,2011,778.09998,12.6,2593.4928,,4745.0
HD 102329 c,Radial Velocity,2018,1123.0,13.5,483.1016,,4830.0
HD 102365 b,Radial Velocity,2010,122.1,4.14,16.0,,5630.0
HD 102843 b,Radial Velocity,2019,3090.942,13.1,113.9,,5436.0
HD 102888 b,Radial Velocity,2025,252.06,12.8,1808.44363583,,4990.0
HD 102956 b,Radial Velocity,2010,6.4947,13.8,305.1168,,4985.0
HD 103197 b,Radial Velocity,2009,47.84,5.83,28.6047,,5250.0
HD 103720 b,Radial Velocity,2014,4.5557,14.1,197.046,,5017.0
HD 103774 b,Radial Velocity,2013,5.8881,13.3,116.0,,6489.0
HD 103891 b,Radial Velocity,2022,1919.0,13.2,918.52409623,,6072.0
HD 103949 b,Radial Velocity,2019,120.878,3.35,11.2,,4792.0
HD 104067 b,Radial Velocity,2009,55.851,9.2,62.1,,4952.0
HD 104067 c,Radial Velocity,2024,13.8992,3.69,13.2,,4952.0
HD 10442 b,Radial Velocity,2014,1032.3,13.6,472.61321,,4912.0
HD 104985 b,Radial Velocity,2003,199.68,12.8,1766.80811451,,4738.0
HD 105618 b,Radial Velocity,2022,10.02245,5.44,25.42627256,,5671.0
HD 105618 c,Radial Velocity,2022,77114.07158,11.9,8419.59232984,,5671.0
HD 105779 b,Radial Velocity,2022,2412.0,14.1,203.41018048,,5792.0
HD 106252 b,Radial Velocity,2002,1535.0,12.5,3178.28407,,5874.0
HD 106270 b,Radial Velocity,2011,1888.0,12.4,3623.2438398,,5509.0
HD 106315 b,Transit,2017,9.55237,2.44,12.6,1153.0,6327.0
HD 106315 c,Transit,2017,21.05704,4.35,15.2,886.0,6327.0
HD 10647 b,Radial Velocity,2006,989.2,13.8,298.75,,6218.0
HD 106515 A b,Radial Velocity,2012,3626.0,12.1,6006.9568923,,5362.0
HD 10697 b,Radial Velocity,1999,1075.3799,12.8,1825.2885414,,5641.0
HD 107148 b,Radial Velocity,2005,48.056,9.6,66.741,,5797.0
HD 107148 c,Radial Velocity,2021,18.3267,4.7,19.89605828,,5752.92
HD 108147 b,Radial Velocity,2002,10.8985,10.9,82.95,890.0,6255.73
HD 108202 b,Radial Velocity,2023,2990.0,13.1,953.485221,,4556.03
HD 108236 b,Transit,2020,3.795963,1.615,3.24,1099.0,5660.0
HD 108236 c,Transit,2020,6.203449,2.071,4.94,932.0,5660.0
HD 108236 d,Transit,2020,14.175685,2.539,6.98,708.0,5660.0
HD 108236 e,Transit,2020,19.590025,3.083,9.71,636.0,5660.0
HD 108236 f,Transit,2021,29.54115,2.017,4.72,,5660.0
HD 108341 b,Radial Velocity,2014,1129.0,13.3,715.11391575,,5122.0
HD 108863 b,Radial Velocity,2011,437.7,13.3,767.24162,,4878.0
HD 108874 b,Radial Velocity,2002,394.48123,13.6,451.3186,,5600.0
HD 108874 c,Radial Velocity,2005,1624.0,13.8,314.64,,5551.0
HD 109246 b,Radial Velocity,2010,68.27,13.9,273.3338,,5844.0
HD 109271 b,Radial Velocity,2013,7.8543,4.31,17.162,,5783.0
HD 109271 c,Radial Velocity,2013,30.93,5.27,24.154,,5783.0
HD 109286 b,Radial Velocity,2021,520.1,13.2,950.30693693,259.4,5694.0
HD 109749 b,Radial Velocity,2005,5.239891,11.1,85.8141,,5824.0
HD 10975 b,Radial Velocity,2021,283.8,14.3,143.02278315,,4840.0
HD 109833 b,Transit,2022,9.188526,2.888,8.69,786.0,5881.0
HD 109833 c,Transit,2022,13.900148,2.59,7.22,756.7,5881.0
HD 109988 b,Radial Velocity,2022,17132.15854,12.1,6935.33366915,,5185.97
HD 110014 b,Radial Velocity,2009,835.477,12.4,3524.59,,4445.0
HD 110067 b,Transit,2023,9.113678,2.2,5.69,800.0,5266.0
HD 110067 c,Transit,2023,13.673694,2.388,6.3,699.0,5266.0
HD 110067 d,Transit,2023,20.519617,2.852,8.52,602.0,5266.0
HD 110067 e,Transit,2023,30.793091,1.94,3.9,533.0,5266.0
HD 110067 f,Transit,2023,41.05854,2.601,5.04,489.0,5266.0
HD 110067 g,Transit,2023,54.76992,2.607,8.4,440.0,5266.0
HD 110082 b,Transit,2021,10.18271,3.2,10.3,957.2,6200.0
HD 110113 b,Transit,2021,2.541,2.05,4.55,1371.0,5732.0
HD 110113 c,Radial Velocity,2021,6.744,2.11384817,10.5,990.0,5732.0
HD 110537 b,Radial Velocity,2022,24469.67342,11.9,8612.83200129,,5718.0
HD 11112 b,Radial Velocity,2022,17244.90764,12.6,2598.56505563,,5905.64
HD 111232 b,Radial Velocity,2003,1169.13202,12.6,2531.50326176,,5512.0
HD 111232 c,Radial Velocity,2022,26472.44623,12.2,5740.93451564,,5512.0
HD 111591 b,Radial Velocity,2017,1056.4,12.9,1398.452,,4884.0
HD 111998 b,Radial Velocity,2016,810.0,12.9,1525.5763536,,6557.0
HD 112300 b,Radial Velocity,2023,466.63,12.2,5031.22368281,,3657.0
HD 112570 b,Radial Velocity,2023,2615.0,13.1,1086.97315194,,4750.0
HD 112640 b,Radial Velocity,2020,613.2,12.9,1589.15,,4155.0
HD 113337 b,Radial Velocity,2013,317.58639,13.1,1035.80277841,,6774.0
HD 113337 c,Radial Velocity,2020,5429.93477,12.1,6299.67685515,,6774.0
HD 11343 c,Radial Velocity,2022,228.53731,13.9,255.53403923,,4672.0
HD 113538 b,Radial Velocity,2010,663.2,13.2,114.41,,4462.0
HD 113538 c,Radial Velocity,2010,1818.0,13.8,295.57,,4462.0
HD 113996 b,Radial Velocity,2017,610.2,12.7,2002.329,,4181.0
HD 114082 b,Radial Velocity,2022,109.75,11.2089807,2542.627256,,6651.0
HD 114386 b,Radial Velocity,2003,937.70001,13.7,362.3262,,4836.0
HD 114729 b,Radial Velocity,2002,1121.79,13.9,262.20975,,5844.0
HD 114783 b,Radial Velocity,2001,493.7,13.7,349.6,,5135.0
HD 114783 c,Radial Velocity,2018,4352.0,13.4,603.8739733,,5135.0
HD 11505 b,Radial Velocity,2022,32669.22247,12.6,2510.52658689,,5757.15
HD 11506 b,Radial Velocity,2007,1617.7,12.9,1551.00262616,,6123.0
HD 11506 c,Radial Velocity,2008,223.92,14.0,127.1313628,,6123.0
HD 11506 d,Radial Velocity,2022,26500.0,12.3,4068.2036096,,6123.0
HD 115404 A b,Radial Velocity,2022,10.49488,6.09,30.82935548,,5019.17
HD 115404 A c,Radial Velocity,2022,15319.22517,12.5,3279.67133183,,5019.17
HD 115954 b,Radial Velocity,2021,3700.0,12.6,2685.65003915,144.9,5957.0
HD 116029 b,Radial Velocity,2011,670.0,13.6,444.962,,4819.0
HD 116029 c,Radial Velocity,2018,907.0,13.7,403.6441,,4951.0
HD 117207 b,Radial Velocity,2004,2621.75,13.4,669.34662514,,5732.0
HD 11755 b,Radial Velocity,2015,433.70001,12.8,1789.3829,,4312.0
HD 117618 b,Radial Velocity,2004,25.8,8.59,55.30242,,5990.0
HD 118203 b,Radial Velocity,2005,6.1349779,12.778238,680.15279098,1361.0,5742.0
HD 118203 c,Radial Velocity,2024,5103.0,12.4,3747.19691853,146.0,5742.0
HD 11964 b,Radial Velocity,2005,1945.0,14.1,198.0,,5303.0
HD 11964 c,Radial Velocity,2008,37.91,5.38,25.0,,5303.0
HD 11977 b,Radial Velocity,2005,711.0,12.7,2080.0,,4970.0
HD 120084 b,Radial Velocity,2013,2142.0,12.7,2034.1018048,,4879.0
HD 121504 b,Radial Velocity,2003,63.33,13.6,479.9233,,6027.0
HD 12235 b,Radial Velocity,2022,4.36305,3.23,10.48833743,,5986.0
HD 12235 c,Radial Velocity,2022,36336.70679,12.5,3135.69506346,,5986.0
HD 122562 c,Radial Velocity,2022,84.96276,10.1,73.10053361,,4956.0
HD 124330 b,Radial Velocity,2021,270.66,14.0,238.37130525,,5873.0
HD 12484 b,Radial Velocity,2016,58.83,13.2,947.1334,,5920.0
HD 125271 b,Radial Velocity,2022,14901.99295,12.4,3465.60094993,,4703.93
HD 125390 b,Radial Velocity,2019,1757.39151,11.9,8646.20398403,,4882.0
HD 125612 b,Radial Velocity,2007,557.69994,13.2,945.22168242,,5900.0
HD 125612 c,Radial Velocity,2009,4.15466,4.07,15.57359194,,5900.0
HD 125612 d,Radial Velocity,2009,2822.72698,12.7,2281.37230545,,5900.0
HD 12648 b,Radial Velocity,2015,133.60001,13.4,622.9468,,4835.0
HD 126525 b,Radial Velocity,2018,960.41,10.3,75.32571,,5638.0
HD 12661 b,Radial Velocity,2000,262.70862,13.3,772.3269,,5645.0
HD 12661 c,Radial Velocity,2002,1708.0,13.2,899.45439181,,5748.0
HD 126614 b,Radial Velocity,2009,1257.25303,12.7,107.74382997,,5568.0
HD 127506 b,Radial Velocity,2022,65.78395,5.67,27.333243,,4595.32
HD 128311 b,Radial Velocity,2002,453.019,13.5,562.24127,,4965.0
HD 128311 c,Radial Velocity,2005,921.538,13.0,1204.25787,,4965.0
HD 128356 b,Radial Velocity,2016,298.2,13.9,282.8687,,4875.0
HD 129445 b,Radial Velocity,2009,1840.0,13.3,797.74930157,,5646.0
HD 130322 b,Radial Velocity,1999,10.70871,13.7,365.49,720.0,5387.0
HD 131496 b,Radial Velocity,2011,896.0,13.4,572.094,,4846.0
HD 13167 b,Radial Velocity,2018,2613.0,13.1,1052.0173,,5671.0
HD 13189 b,Radial Velocity,2005,471.60001,12.4,3480.2385,,4175.0
HD 132406 b,Radial Velocity,2007,908.0,12.8,1887.90073758,,5766.0
HD 132563 b,Radial Velocity,2011,1544.0,13.6,473.547,,6289.0
HD 133131 A b,Radial Velocity,2016,649.0,13.6,451.3186,,5799.0
HD 133131 A c,Radial Velocity,2016,3568.0,14.3,133.4886,,5799.0
HD 133131 B b,Radial Velocity,2016,5769.0,13.3,794.575,,5805.0
HD 134060 b,Radial Velocity,2019,3.2696,3.16,10.1,,5966.0
HD 134060 c,Radial Velocity,2019,1291.5646,5.91,29.29,,5966.0
HD 134606 b,Radial Velocity,2024,12.089,2.97,9.09,,5576.0
HD 134606 c,Radial Velocity,2024,58.883,3.37,11.31,,5576.0
HD 134606 d,Radial Velocity,2024,966.5,7.59,44.8,,5576.0
HD 134606 e,Radial Velocity,2024,4.3203,1.33,2.34,,5576.0
HD 134606 f,Radial Velocity,2024,26.915,2.24,5.63,,5576.0
HD 134987 b,Radial Velocity,1999,258.17999,13.5,511.7063,,5736.0
HD 134987 c,Radial Velocity,2009,5000.0,13.9,260.0,,5585.0
HD 135625 b,Radial Velocity,2023,4055.0,13.3,731.0053361,,6040.64
HD 135694 b,Transit,2023,15.923475568,2.857,6.1,750.83,5712.0
HD 135872 b,Radial Velocity,2022,2422.32597,12.8,1744.56012602,,4992.0
HD 136118 b,Radial Velocity,2022,1187.59765,12.3,4164.18778851,,6097.0
HD 136352 b,Radial Velocity,2019,11.57797,1.664,4.72,905.0,5664.0
HD 136352 c,Radial Velocity,2019,27.59221,2.916,11.24,677.0,5664.0
HD 136352 d,Radial Velocity,2019,107.245,2.562,8.82,431.0,5664.0
HD 136418 b,Radial Velocity,2009,464.29999,13.3,680.1562,,4989.0
HD 136925 b,Radial Velocity,2021,4540.0,13.9,266.97586188,,5773.19
HD 13724 c,Radial Velocity,2022,142.22895,8.18,50.85254512,,5835.31
HD 137388 b,Radial Velocity,2011,330.0,9.32,63.566,,5181.0
HD 137496 b,Transit,2021,1.62116,1.31,4.04,2130.0,5799.0
HD 137496 c,Radial Velocity,2021,479.9,12.6,2434.56559762,370.0,5799.0
HD 13808 b,Radial Velocity,2021,14.1815,3.35,11.2,,5035.0
HD 13808 c,Radial Velocity,2021,53.753,3.13,9.96,,5035.0
HD 13908 b,Radial Velocity,2013,19.382,13.9,274.91,,6255.0
HD 13908 c,Radial Velocity,2013,931.0,12.8,1630.4,,6255.0
HD 13931 b,Radial Velocity,2009,4218.0,13.2,889.9195396,,5867.0
HD 139357 b,Radial Velocity,2008,1124.79139,12.1,6315.5682755,,4700.0
HD 1397 b,Transit,2018,11.53533,11.500434,131.89945,1228.3,5521.0
HD 14067 b,Radial Velocity,2014,2744.0,12.2,4862.7746271,,4815.0
HD 140901 b,Radial Velocity,2022,9.02378,4.07,15.57359194,,5610.0
HD 140901 c,Radial Velocity,2022,14386.0,13.4,572.0911326,,5610.0
HD 141004 b,Radial Velocity,2021,15.5083,3.77,13.63483866,,5885.38
HD 141399 b,Radial Velocity,2014,94.44,14.3,143.34133,,5600.0
HD 141399 c,Radial Velocity,2014,201.99,13.6,422.7139,,5600.0
HD 141399 d,Radial Velocity,2014,1069.8,13.7,375.0394,,5600.0
HD 141399 e,Radial Velocity,2014,5000.0,14.1,209.7678,,5600.0
HD 141937 b,Radial Velocity,2002,653.21997,11.9,8714.85491994,,5870.0
HD 142 A d,Radial Velocity,2022,108.45299,10.9,82.63538582,,6245.0
HD 142 b,Radial Velocity,2001,351.43394,12.7,2256.5816897,,6245.0
HD 142 c,Radial Velocity,2012,10159.64279,12.4,3464.64746471,,6245.0
HD 142022 A b,Radial Velocity,2005,1928.0,12.9,1433.40611557,,5421.0
HD 142245 b,Radial Velocity,2011,1299.0,13.1,975.7381,,4922.0
HD 142415 b,Radial Velocity,2003,386.29999,13.5,530.7761,,5940.0
HD 143105 b,Radial Velocity,2016,2.1974,13.7,384.5743,,6380.0
HD 143361 b,Radial Velocity,2008,1039.15,12.9,1382.55357045,,5507.0
HD 143811 AB b,Imaging,2025,117000.0,15.69257298,1938.7532827,,6791.0
HD 144899 b,Radial Velocity,2022,40.43914,4.77,20.34101805,,6126.0
HD 145377 b,Radial Velocity,2008,103.95,12.8,1913.3366,,6014.0
HD 145457 b,Radial Velocity,2010,176.13,13.2,888.01256916,,4757.0
HD 145675 c,Radial Velocity,2021,15732.45889,12.9,1597.08774518,,5338.0
HD 145934 b,Radial Velocity,2015,2751.53433,13.4,658.5404593,,4823.75
HD 1461 b,Radial Velocity,2010,5.77152,2.42,6.44,,5765.0
HD 1461 c,Radial Velocity,2015,13.5052,2.23,5.59,,5765.0
HD 147018 b,Radial Velocity,2009,44.236,13.4,674.0,,5441.0
HD 147018 c,Radial Velocity,2009,1008.0,12.7,2080.0,,5441.0
HD 147379 b,Radial Velocity,2017,86.58,4.94,21.6,,4090.0
HD 147513 b,Radial Velocity,2003,528.4,13.7,385.0,,5883.0
HD 14787 b,Radial Velocity,2018,676.6,13.7,356.28743,,4946.0
HD 147873 b,Radial Velocity,2016,116.596,12.8,1633.6462,,5972.0
HD 147873 c,Radial Velocity,2016,491.54,13.3,731.009,,5972.0
HD 148156 b,Radial Velocity,2009,1027.0,13.9,270.144,,6308.0
HD 148164 b,Radial Velocity,2018,328.55,13.7,390.9309,,6032.0
HD 148164 c,Radial Velocity,2018,5062.0,12.8,1640.0028,,6032.0
HD 149026 b,Radial Velocity,2005,2.87589,8.29466,120.7754,1626.0,6179.0
HD 149143 b,Radial Velocity,2005,4.07182,13.6,422.7139,,5856.0
HD 149806 b,Radial Velocity,2022,16521.52778,12.3,4003.68444298,,5352.05
HD 150010 b,Radial Velocity,2022,562.0,13.3,762.7881768,,4153.0
HD 1502 b,Radial Velocity,2011,428.5,13.2,874.0325,,4947.0
HD 150706 b,Radial Velocity,2012,5894.0,13.3,772.32302901,,5961.0
HD 151450 b,Radial Velocity,2022,21.89288,6.94,38.45723725,,6091.98
HD 151450 c,Radial Velocity,2022,18144.76236,12.8,1636.18063924,,6091.98
HD 152079 b,Radial Velocity,2009,2918.92,13.2,845.74563,,5907.0
HD 152581 b,Radial Velocity,2011,686.5,13.4,594.02427,,5027.0
HD 152843 b,Transit,2021,11.62071,3.05,9.82,1003.11,6310.0
HD 152843 c,Transit,2021,19.502104,5.94,9.67,253.08,6310.0
HD 15337 b,Transit,2019,4.7559804,1.77,6.519,1001.0,5131.0
HD 15337 c,Transit,2019,17.180546,2.526,6.792,656.1,5131.0
HD 153557 b,Radial Velocity,2022,7.29903,4.77,20.34101805,,4837.0
HD 153557 c,Radial Velocity,2022,15.27018,4.36,17.48056238,,4837.0
HD 153557 d,Radial Velocity,2022,40654.64809,11.9,8725.66108578,,4837.0
HD 153950 b,Radial Velocity,2008,499.39999,13.2,937.5985,,6124.0
HD 154088 b,Radial Velocity,2021,18.56,2.46,6.6,,5374.0
HD 154345 b,Radial Velocity,2006,3341.55884,13.7,378.21580433,,5468.0
HD 154391 b,Radial Velocity,2023,5163.0,12.5,2892.2385037,,4909.0
HD 154672 b,Radial Velocity,2008,163.94,12.8,1706.7471,,5743.0
HD 154857 b,Radial Velocity,2004,408.60001,13.3,778.6835,,5589.0
HD 154857 c,Radial Velocity,2014,3452.0,13.2,819.97,,5605.0
HD 155193 b,Radial Velocity,2021,352.65,14.0,238.37130525,,6239.0
HD 155358 b,Radial Velocity,2007,194.3,13.8,314.6517,,5905.0
HD 155358 c,Radial Velocity,2007,391.9,13.9,261.0,,5900.0
HD 155918 b,Radial Velocity,2022,1.87567,2.67,7.62788177,,5771.84
HD 155918 c,Radial Velocity,2022,17202.19446,12.8,1878.04805696,,5771.84
HD 156098 b,Radial Velocity,2022,21.85849,4.12,15.89142035,,6419.19
HD 156098 c,Radial Velocity,2022,7841.5839,12.8,1661.6069118,,6419.19
